474,460
444,460
367,185
639,890
505,460
51,712
200,460
442,712
545,460
367,185
9,712
505,460
472,712
200,460
474,460
420,460
367,185
97,460
505,848
565,460
200,460
474,460
508,712
367,185
639,890
505,848
709,712
200,460
474,460
396,460
367,712
326,712
505,848
701,712
200,712
474,460
689,93
44,461
639,344
433,712
91,344
200,460
434,93
404,344
367,712
9,712
505,344
83,712
200,460
474,460
705,460
367,712
97,344
369,712
846,344
367,712
639,890
887,712
200,460
474,460
452,712
367,185
695,460
505,848
200,460
474,460
902,344
367,185
374,460
393,460
32,712
474,460
500,712
44,344
262,93
38,460
200,460
474,460
87,712
367,712
502,712
30,712
200,460
474,460
95,460
367,712
812,712
38,460
1005,712
149,460
31,712
367,712
47,460
367,185
78,344
507,460
635,712
47,712
367,185
30,712
507,460
189,460
183,93
367,185
847,847
1028,712
458,59
151,712
76,712
879,712
507,460
458,848
151,712
108,712
532,460
698,712
458,390
151,712
28,712
540,344
56,344
458,488
15,712
60,344
847,847
136,460
458,848
151,712
220,712
847,847
111,344
92,712
385,460
531,712
119,712
614,712
345,712
458,788
207,712
439,460
385,460
458,59
151,712
542,460
385,344
984,712
111,460
662,460
385,460
458,355
151,712
662,460
556,712
458,161
460,407
662,460
460,407
662,458
458,519
460,439
479,712
458,788
460,542
662,460
458,488
460,662
662,460
458,519
460,54
542,460
458,59
460,54
439,460
458,25
460,54
439,93
173,712
460,54
662,460
29,344
460,174
439,460
37,344
460,474
542,460
29,344
460,474
662,460
141,714
460,474
439,460
460,474
574,460
460,848
662,460
460,848
873,712
460,848
407,460
521,848
407,451
460,848
407,460
460,98
407,460
460,528
407,460
460,57
407,460
460,57
407,460
460,113
407,460
460,169
407,460
460,663
407,460
460,940
407,344
460,55
407,344
460,55
495,712
460,55
407,460
460,412
407,460
460,444
407,460
521,460
407,460
521,460
407,460
521,460
407,460
460,521
407,460
460,521
407,460
460,521
407,344
460,407
132,451
460,407
407,460
460,407
407,460
460,473
460,123
460,147
460,637
460,474
460,474
460,474
460,848
460,848
460,848
460,904
460,608
460,544
460,216
460,634
460,427
460,57
460,57
460,57
460,129
460,55
460,55
460,444
521,460
521,460
521,460
460,521
460,521
460,521
460,407
460,662
460,38
460,78
460,142
460,385
460,171
460,418
460,474
460,474
460,474
460,848
460,848
460,848
460,98
460,178
460,178
460,389
460,200
460,216
460,57
460,57
460,57
460,57
460,57
460,57
460,647
460,334
460,55
460,167
460,681
460,412
521,460
521,460
521,460
521,460
521,460
460,521
460,521
460,521
460,537
460,55
460,111
460,300
460,412
460,420
521,460
521,460
521,460
521,460
460,521
460,407
460,407
460,407
460,439
460,495
460,542
460,57
460,57
460,57
460,57
460,57
460,113
460,174
460,505
460,32
460,200
460,208
460,216
460,467
460,37
460,699
460,474
460,474
460,474
460,474
521,848
460,74
460,98
492,712
460,54
460,505
460,51
460,171
143,344
460,29
460,611
460,474
460,474
460,474
460,474
460,474
460,848
460,98
460,178
460,178
460,1038
460,92
460,132
460,407
460,407
460,56
460,200
460,200
460,355
460,41
460,57
460,57
460,57
460,57
460,57
460,270
460,270
460,207
460,412
521,460
521,460
521,460
521,460
521,460
460,537
460,55
460,412
460,444
521,460
460,460
521,460
521,460
521,460
521,460
460,521
460,521
460,521
460,521
460,537
460,204
460,407
460,407
460,439
460,662
460,662
460,57
460,57
460,478
460,527
460,535
460,711
460,385
460,385
460,505
143,344
143,344
143,344
460,96
460,176
460,427
460,427
460,909
460,45
460,611
460,474
460,474
460,474
460,848
460,848
521,848
460,848
460,848
460,178
460,493
460,471
460,407
460,407
460,407
460,439
460,463
460,662
460,54
460,222
460,385
460,75
143,344
460,208
460,738
460,738
460,419
460,427
521,451
460,853
460,45
460,474
460,474
460,848
460,848
460,848
460,848
460,848
460,98
460,413
460,835
460,57
460,57
460,57
460,940
460,223
460,412
460,420
460,420
697,460
521,460
521,460
521,460
521,460
460,521
460,521
460,902
460,38
460,142
460,385
460,524
460,532
521,750
460,4
460,407
460,662
460,474
460,474
460,474
460,474
460,474
460,539
460,904
460,200
460,698
460,57
460,57
460,57
460,57
460,57
460,382
460,478
460,924
460,55
460,55
460,436
460,521
460,537
460,697
